Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A19350,W024,"killing people is wrong, no matter what crime they committed","[0, 0, 0, 0, 0, 1, 0, 1]"
A19356,W024,religious individuals may object to pride parades,"[0, 1, 0, 0, 0, 0, 1, 1]"
A19358,W024,journalism can make enough income to support itself as is seen by the countless successful media outlets,"[1, 0, 1, 0, 1, 1, 0, 0]"
A19359,W024,"the words ""he"" and ""she"" are a way of labeling human beings and not everyone feels like they fit into either of these categories. by doing away with gender specific words you will make everyone feel the same.","[1, 0, 0, 0, 0, 1, 0, 0]"
A19360,W024,television is still a vital line of communication of information for many people and needs to be maintained,"[1, 0, 1, 1, 0, 0, 0, 0]"
A19361,W024,missionary work allows volunteers to do productive work in a foreign country,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19362,W024,we need to keep other kids safe in schools by enforcing a zero-tolerance policy in schools.   we can't have drugs or weapons in our schools and give those kids a pass.,"[0, 0, 1, 1, 1, 1, 0, 1]"
A19363,W024,"school uniforms do not allow children to emphasize their differences, denying individuality.","[0, 0, 1, 0, 0, 0, 1, 0]"
A19364,W024,Vocational education is already pretty inexpensive and a graduate of a vocational school should be able to pay off the fees very quickly.,"[1, 1, 1, 0, 1, 0, 1, 1]"
A19365,W024,teaching children to think for themselves and learn based on their own actions is important to their growth.  stunting them with zero-tolerance does no one any favors.,"[0, 0, 1, 1, 0, 0, 1, 1]"
A19369,W024,people dont want to have gay people thrown in their face if they dont approve of them,"[0, 1, 0, 1, 0, 0, 1, 1]"
A19371,W024,assisted suicide should be a criminal offence because killing is wrong whether it is willingly or not,"[0, 1, 1, 1, 0, 0, 0, 1]"
A19373,W024,"algorithmic trading gives an unfair advantage to those who have access to such technology and results in losses for the ""little guy"".","[1, 1, 0, 1, 0, 0, 0, 0]"
A19375,W024,The three-strikes law is a deterrent against crime.,"[0, 0, 1, 1, 0, 1, 0, 1]"
A19383,W024,wikipedia allows people to say whatever they want on a topic and does not have to be true or provable.,"[0, 1, 0, 0, 1, 0, 1, 1]"
A19384,W024,intelligence test give some people a false sense of superiority and others a feeling of failure. the test does not tell  how successful a person will be and their ability to function in the real world.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A19393,W024,we should not adopt gender-neutral language because more people than not specify with a certain gender and want to be addressed as such.,"[0, 1, 0, 0, 1, 0, 0, 0]"
A19395,W024,this is too dangerous for the  parents to be. often the surrogate mother changes her mind.,"[0, 0, 1, 0, 1, 0, 0, 1]"
A19396,W024,we shouldn't because some people need intervention to make decisions.,"[1, 0, 0, 1, 0, 0, 0, 1]"
A19397,W024,surrogacy gives those who can't have children a way to have them.,"[1, 0, 0, 0, 1, 0, 0, 0]"
A19399,W024,foster care do not bring more harm than good because there are many trusted institutions that are taking care people more properly especially the older ones.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A19400,W024,the tradition of the olympic games is brilliant for pulling together all countries of the world that it should never be abolished.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A19401,W024,foster care families  provide loving homes for children who need support,"[0, 0, 0, 1, 1, 0, 0, 0]"
A19403,W024,child actors grow up to be disfunctional adults because they are missing out on all of the social interaction children need with each other to learn the process of interaction with people their own age.,"[1, 0, 0, 1, 1, 0, 0, 0]"
A19404,W024,We should subsidize vocational education to ensure it is available in more secondary schools.,"[1, 0, 0, 1, 0, 1, 0, 0]"
A19405,W024,whaling provides jobs for many people,"[0, 1, 1, 0, 0, 0, 0, 1]"
A19406,W024,libertarianism give more freedom to the people and cuts out government influence in their lives.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A19407,W024,collectivism do more harm than good because isolating individuals is not appropriate and they should be important as individuals and not part of the group.,"[0, 1, 0, 0, 1, 0, 1, 0]"
A19408,W024,"denial of this is wrong, it happened and many people died","[0, 0, 1, 1, 0, 1, 0, 0]"
A19409,W024,"intellectual property rights are absurd, we deserve to express what we think it does not matter if another already thinks so","[0, 0, 1, 0, 1, 0, 1, 0]"
A19410,W024,if parents want their kids to pray at school so be it,"[0, 1, 0, 0, 1, 0, 0, 1]"
A19411,W024,The free market knows best how to get out of a recession. Any government involvment would worsen the economic situation.,"[1, 1, 1, 0, 0, 0, 0, 0]"
A19412,W024,television provides entertainment for all ages and can be very enjoyable.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A19414,W024,whaling is an important part of some cultures and provides jobs. you can't take that away from people that rely on it just because you don't like it.,"[0, 1, 0, 0, 1, 1, 0, 0]"
A19415,W024,"there is simply no need, there is enough money in journalism and plenty of valuable, objective sources available","[1, 0, 1, 0, 1, 0, 0, 0]"
A19416,W024,fast food enables people who lead busy lives to be able to have meals on the go.  this way they do not miss meals.,"[1, 0, 0, 1, 1, 0, 0, 0]"
A19420,W024,Legalizing sex selection will lead to numerous healthy babies being aborted just because they are not the sex that the parents desire.,"[0, 0, 0, 0, 1, 0, 0, 1]"
A19432,W024,"while the events of the holocaust are awful, questioning whether or not it actually happened shouldn't be punishable by prison time.","[0, 0, 0, 0, 0, 0, 1, 1]"
A19436,W024,the right to keep and bear arms is a totally outdated constitutional bedrock that underpins horrifically high rates of gun crime.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19437,W024,"space exploration advances the frontiers of mankind, and could well discover new resources that will be invaluable due to the depletion of those on earth.","[1, 1, 0, 0, 0, 0, 0, 0]"
A19439,W024,"Without the guaranteed peace caused by nuclear weapons, countries are more likely to turn to violence and squabbling.","[0, 0, 1, 0, 0, 0, 0, 1]"
A19440,W024,zoos allow animals to live in safety and to have a constant food source,"[1, 1, 0, 1, 0, 0, 0, 1]"
A19441,W024,young people aren't conscious of what effect what they say has on someone else and a safe space prevents them from doing anything to anyone else,"[0, 1, 0, 1, 0, 0, 0, 0]"
A19443,W024,minors should be able to make decisions to have cosmetic surgery if it will help their self-confidence.,"[1, 0, 0, 1, 0, 0, 1, 0]"
A19444,W024,it is right and proper that talented children are able to earn money from acting,"[0, 1, 0, 0, 1, 0, 0, 0]"
A19445,W024,a human being at death can help others to live and through organ trade help their families live,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19446,W024,We should not abolish the Olympic Games as they are viewed as the pinnacle of success for many athletes around the world.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A19448,W024,"gender-neutral language takes gender out of the equation, so that people can focus on content, not gender.","[1, 0, 0, 0, 0, 0, 0, 0]"
A19449,W024,"using public defenders would be a fairer system ensuring that everyone has the same level of representation, not just those who can afford better.","[1, 0, 0, 1, 0, 1, 0, 1]"
A19450,W024,the government should not be interfering in other countries affairs.,"[0, 0, 1, 0, 0, 0, 0, 1]"
A19451,W024,cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet.,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19452,W024,we shouldn't legalize organ trade because is horror for familiys,"[0, 0, 0, 1, 1, 0, 0, 0]"
A19453,W024,Zoos are just a place for animals to be locked up and stared at by people.,"[1, 1, 0, 0, 0, 1, 0, 0]"
A19454,W024,the vow of celibacy puts undue pressure on priests to have a lifestyle that is unnatural and has been linked to child abuse cases because of their frustration.,"[1, 0, 1, 1, 1, 1, 0, 0]"
A19455,W024,subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds.,"[1, 0, 1, 0, 0, 0, 1, 0]"
A19467,W024,"human cloning allows for the study of genetic disorders, opening the door for huge leaps in medical science and disease cures.","[1, 1, 0, 0, 0, 0, 0, 0]"
A19468,W024,assisted suicide is murder by another name and should remain illegal,"[0, 0, 1, 1, 0, 1, 0, 0]"
A19469,W024,intelligence tests bring more harm than good because it will give people low self esteem if they get a low score on the test,"[0, 1, 0, 0, 1, 0, 0, 0]"
A19472,W024,whaling is barbaric and cruel to whales and should therefore be banned,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19473,W024,social media can be detrimental to mental health as it can lead to inaccurate ideas about other people's lives. this is because people will often post the best parts of their lives.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A19474,W024,"We should not abolish the three-strikes laws, because crime has fallen since they were introduced.","[0, 0, 1, 0, 0, 0, 0, 0]"
A19477,W024,atheism fosters intellectual and human development and we must adopt it,"[1, 0, 1, 0, 0, 0, 0, 0]"
A19479,W024,we should not adopt atheism as people have the right to believe the way they want when it come to a higher power.,"[0, 0, 0, 0, 1, 0, 1, 1]"
A19480,W024,private military companies do not all follow the rules of the country,"[0, 0, 1, 0, 0, 0, 0, 1]"
A19483,W024,no one should be forced to do something they do not want to do,"[0, 0, 0, 0, 1, 0, 1, 0]"
A19484,W024,"it's about getting the deficit down and engaging in austerity regime, the overall impact on the economy is positive in the short term","[0, 1, 1, 0, 0, 0, 0, 1]"
A19485,W024,The Palestinian people in Gaza cannot properly build up their economy and become a truly independent people without ending the blockade.,"[1, 0, 1, 0, 1, 1, 0, 0]"
A19488,W024,"there won't be a government to provide order in society, there are many types of evil in this world & because of this people cannot be trusted to respect other people which will lead to violent attacks","[0, 0, 1, 1, 0, 0, 0, 0]"
A19489,W024,we should not ban human cloning because it can help save lifes,"[1, 1, 0, 1, 0, 0, 1, 0]"
A19490,W024,"it's just freedom of speech, you can't arrest someone for not believing something","[0, 0, 0, 0, 1, 0, 1, 0]"
A19496,W024,Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance. This is bad for the healthcare system overall.,"[0, 1, 1, 0, 0, 0, 0, 1]"
A19498,W024,we have the right to practice different religions and the church of scientology should not be banned.,"[0, 0, 0, 0, 1, 0, 1, 1]"
A19500,W024,Helping someone to commit suicide is no different than murder and needs to be a criminal offence. Life is sacred and must always be seen as such.,"[1, 1, 0, 1, 0, 1, 0, 0]"
A20062,W024,zoos do so much for the conservation of animals and species that are at risk of being extinct and they should not be abolished.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A20063,W024,i think it is a very appropriate method given the physical and psychological violence that exists in schools today.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A20064,W024,the olympic games inspire children and people of all ages to enjoy and participate in sports.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A20065,W024,entrapment allows for the easy arrest of criminals,"[1, 0, 0, 0, 0, 1, 0, 0]"
A20071,W024,"if not used correctly and for the right symptoms, it could cause serious side effects or make a condition worse.","[0, 1, 0, 0, 0, 0, 0, 1]"
A20072,W024,"government today has way too much influence in our daily lives; libertarianism seeks to reduce said interference, while possibly also reducing the amount of money the government spends.","[0, 1, 1, 1, 0, 0, 1, 0]"
A20074,W024,sex selection should be a choice for parents to make and therefore should be legalized.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A20075,W024,we should ban private military companies because they own weapons and make their own rules and could go rouge.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A20107,W024,adopting atheism would violate freedom of religion,"[0, 1, 0, 0, 1, 0, 1, 1]"
A20108,W024,missionary work is important to help educate those in third world countries so they can improve their way of life.,"[0, 1, 0, 1, 0, 0, 0, 1]"
A20109,W024,"private military companies are only in the business for profit and not for the ""best"" for our country in it's interests and private military companies should be banned.","[0, 0, 1, 1, 0, 1, 0, 0]"
A20110,W024,seniors want to feel needed and useful so as long as they are doing a good job they shouldn't be forced to retire,"[1, 0, 0, 0, 1, 0, 1, 0]"
